:START_ID(Author);:END_ID(Articles)
Hamdan Abo Ghalyon;5126
Yago Saez;4840
Giovanni Aloisio;11535
Fabbryccio A. C. M. Cardoso;19230
Michel Parlier;5302
Guido Boella;7405
Boris Litvak;5254
Mengyun Liu;8400
Saad A. Abobakr;10252
He Li 0005;14288
Armen Bagdasaryan;5404
Wolfgang Kneifel;1700
Zlatko Hanic;2361
Syed Faraz Hasan;6091
Felipe S. F. e Silva;17789
Li Wang 0043;6439
Yongle Chen;3940
Haifeng Liu;15952
Fang Huang 0002;5482
Vorrapath Kokaew;5933
Eva María Yáñez;2693
Aidan F. Browne;15983
Antonio Rodríguez Díaz;16961
Xuan Li;3682
Tobi Delbrück;19571
Bernard Plano;13358
Karina Beatriz Jimenes Vargas;2842
Tian Liang Guo;6893
Mengbao Fan;15400
Lin Chen 0013;3472
Manindra Agrawal;352
Jaesung Lim;18886
Jozef Hrbcek;3567
Liting Guo;14434
Antonio Adán;16850
Irina Mirela Apetrei;61
Yegang Hu;2634
Said A. Deraz;5275
Ángel Asensio;16660
Francesca Frasca;6101
Stella N. Batalama;7669
Liwei Deng;13205
Dae Jong Lee;6681
Jeong-Hyeon Bae;3328
Yongxin Zhu 0001;4302
Eduardo Romera;19667
Luis R. da Silva Filho;17911
Carlo Braccini;16181
Nicholas Allio;14300
Yuanwen Cai;5895
Fei Du;9671
Inhyuk Choi;13529
Ji Geng;5734
Zhiqi Zhu;18940
Changhee Han 0004;14983
Álvaro De-La-Llana-Calvo;13136
Antonia Grbic;10520
Hector Patiño;11323
Qingqing He;13580
Changlong Chen;1021
Kyoung-Jae Lee;3818
Xin Hong;6081
Kenji Tajima;11110
Brandon Van Hecke;9387
Bo Zhou;16692
Sung-Roc Jang;1853
Huali Wang;7132
Giovanni Tinè;15479
Shingo Harada;6571
Kuan-Wu Su;13577
Zhifeng Chen;5580
Jaroslav Katona;15051
Xianghui Li;12642
Bailing Wang;18258
Juan Colmenares;8294
Jianzhong Wang;19536
Orizon Pereira Ferreira;1615
Jun Xu;15427
Dongying Chen;5279
Haoyong Yu;5638
Victor Baños-Gonzalez;8992
Willem Back;19596
Reza Moradpour;14319
Masayuki Sanada;10989
Seungjoon Yang;3520
Michael Gallimore;8722
Shi-Chao Yin;5683
Ramon dos Reis Fontes;9758
Cristian Scarola;6157
Sebastian Rojas;9977
Tianhao Guo;14190
Jacek Koronacki;1736
Muhammad Haseeb Aslam;6868
Pablo Falcón;3587
Yoan Miché;4522
Vahid Azimirad;1079
Mahmadasraf A. Mulla;7218
Ilenia Selvaggi;18316
Simone Marini;19675
Shijiu Jin;8360
Abdullah Al-Hadi Azremi;18613
Shixi Hou;8980
Shumin Cao;463
Abraham O. Fapojuwo;18754
Jingjing Yan;2124
Jaehong Key;19008
Mohammed Ali Al-garadi;7863
Khalid A. Ghazi;7634
Zheng Zheng 0001;17241
Manuel Domingo Beltrán;11298
Mao Ye 0001;2695
Riccardo Barzaghi;1070
Murty S. Challa;13278
Kai Chen 0014;336
Junfeng Wang 0003;3512
John Tower;18492
Yanshen Hu;18024
Qibin Huang;11299
Kannan Thirugnanam;18291
Fouad Khenfri;8580
Razan Saraireh;678
Fikret Sivrikaya;10334
Prithvi Perepa;5559
Bo Tang 0002;5565
Hongzhou Yue;1667
Hongyi Liu;6439
Laura M. Lechuga;16042
Jeong Woo Kim;13716
Habtamu Zegeye Alemu;11646
Carlisle Adams;1484
Bruno Andò;13378
Muhammad Faheem 0003;6342
Yat Chi Fong;11316
Li Su;8412
Giscard Francimeire Cintra Veloso;12197
Md. Bellal Hossain;3551
Andrzej Wilczek;4050
Dominique Rebière;1100
Lada Zivkovic;2080
YanXian Bi;9488
Jiunn-Horng Kang;13872
Xu Chen;18147
Junhua Sun;14066
Zhigang Zeng;5330
Jie Chen 0021;4835
Muhammad Uzair Awan;15180
Yousef R. Shayan;11391
Donya Nojavanzadeh;858
Imad Hmouz;4947
Urvashi Arora;1232
Asem A. Salah;8555
Ian F. Akyildiz;17946
Tao Zhang 0007;6771
Mehdi Sarfi;3579
Shutao Gong;8964
Kathrin Hottner;6665
Ho-Kyung Yang;16579
Zhaohui Wang;4074
Tomohiko Ogishi;12946
Hong-Chuan Yang;6675
Zhiqiang Zhou;653
Jun Mei;5666
Hyo-Rim Choi;17764
Wenli Yao;19937
Adam Kostelnik;15246
Guillem Camprodom;2849
Laurent Ntibarikure;17935
Arvind Rajan;13227
Lukman Audah;8675
Boris Bellalta;16561
Yeqin Wang;7937
Yu Zhou 0007;6481
A. S. Sirenko;6830
Nikhil Kumar;12292
Apostolos Segkos;13302
Weiyu Zhang;3328
Shojiro Nishio;5028
Ansel Barchowsky;18479
Jung-Chih Lin;4697
Hania Al Saddik;13611
Ying Chen;13978
Shaoming Luo;10826
Yu-ping Tang;16738
Chiew Loon Goh;7216
Hui Sun;13124
Antonio Jesús Guerra Fernández;8264
Edoardo Battaglia;16622
Chunming Rong;16455
Maria Jesus Lopez-Herrero;10062
Liang Han;14639
Pei Xiao;15955
Romero Leandro Andersen;9193
Kanat Dukenbayev;12099
Kira Sadighi;19871
Hrayer Aprahamian;12274
Mayorkinos Papaelias;19676
Chang-Hee Kang;4507
Shufang Li;16925
Krzysztof Cieplinski;13134
Omer Nur;12730
Rachael Born;6257
Prajwol Kumar Nakarmi;3650
Simone Quondam Antonio;18253
Gaia Mattei;17781
Rüdiger Kapitza;13130
Hanpeng Wang;3221
Katsusuke Nabeshima;16797
Roee Diamant;8002
Sanghwan Lee;2186
Alfonso Torres-Rua;7352
Idowu Paul Okuwobi;510
Miguel Ortega-Mier;10412
Borja Romero;12186
Jevgenij Pavlov;403
Ernestasia Siahaan;10909
Weigang Zhou;19542
Fabrizio Balducci;10575
Henar Miguélez;2943
Subash Chandra Martha;7400
Jin-Moo Kim;6951
Lipeng Gao;11894
Lu Bai;273
Yu-Wen Chen;4354
Nori M. Al-Kharasani;19866
Uta Heiden;17532
Kuan-Ting Lee;19229
Li Wu;9654
Naziha Shekh Khalil;14489
Fazal-ur Rehman;7704
Adilson Berveglieri;10776
Edoardo Patti;10190
Ansel Barchowsky;707
Isaías González;8797
Slobodan N. Vukosavic;10589
Kamilla Vandsø;11357
Innokentiy Kastalskiy;11506
Orestis Georgiou;10816
Zhiqiang Wang;688
Chia-Feng Juang;5935
Dan Yang;2806
Paola Costamagna;6860
Yuta Sunami;4088
S. Yu. Lukashchuk;9437
Sherwin Ladner;5874
Hennry Mauricio Pilco;4945
José A. Álvarez;8660
Hyunsurk Ryu;10730
Yuqing Liu;17977
Mehmet Sezer;2273
Matthew Partridge;405
Haina Song;4523
Tom Gatsinzi;5722
Jacobus H. Visser;16715
Vicente Jimenez;4337
Xiaomei Bai;9397
Samir Kumar Bhowmik;19865
Pengfei Jiao;12273
Ivona Jerkovic;4798
Shenglun Zhuang;745
Qinglai Wei;19733
Peter Eder-Neuhauser;7786
Juan Miguel López Gil;15179
Hai Lin 0002;16667
Cheng Liu;10865
Razvan Bologa;9141
Xiao Zhou;13712
Emmanuel Agu;18844
Pavel Masek;12025
Guangdi Li;9419
Rong-Huei Chen;14007
Taqdir Ali;5912
Paulo Simões 0001;18225
Mai Duc Thanh;6460
Lukai Xu;17456
Wei Li 0097;8521
H. K. Samitha Ransara;4723
Luigi Sasso;7789
Won-jong Kim;3390
Rentong Chen;19819
Mohammad Ali Badamchizadeh;9182
Primoz Bajec;9524
Felipe Gomez-Castañeda;2899
Hong-juan Zhang;8798
Cheng Wang 0007;12447
David A. Stenger;8508
Jennifer Renoux;8614
Racha Khelif;14725
Christian Waldschmidt;15286
Zhang Liu;12799
Ziyi Chen;6962
Cui-Yu Kong;13935
Stefano Chessa;3899
Md. Shariful Alam;19491
Oana Geman;1442
Émile Carry;6009
Imran Khan 0003;13833
Marko Hocevar;17104
Xueyan Liu;254
Daniel K. C. So;17989
Christophe L. Trabi;17964
Turker Turker;16895
Asim Kumar Mishra;16057
Yuto Kaneko;5244
Shaohua Zhong;13279
Yu Ren;17453
Boon-Chong Seet;14344
Norizah Abdul Rahman;11523
M. Vynnycky;5553
Yanbin Li;7842
Roberto Filippo;18721
Pengpeng Cao;19749
Juyong Kim;15660
João P. Hespanha;18816
Sang-Hwa Yi;4606
Qing Chen;7783
Lin Xiong;17313
Oscar Déniz-Suárez;15978
Marzhan Sypabekova;4305
Shiqiang Zheng;3363
Saumya Joshi;4008
Radek Silhavy;7041
Yuh-Shyan Hwang;17815
Yongjun Zheng;8913
Jungmee Hwang;13508
Rachid Hedjam;10789
Cheng Zhang;7848
Ashish Awasthi;18204
Juri Belikov;19357
Frederik Vandeputte;9512
Muhammad Naserllah;5642
Carlos R. Montoro-Sanjose;6332
Justin Zhan;15341
Carmina Santonja Moltó;10172
Yuebin Chen;1760
Xiaojun Chen 0006;7327
Bin Yu;7915
Francesca Venneri;5705
Jinshuo Su;10522
Malik M. Qasim;9240
Dieter Hogrefe;19618
Jong-Wook Lee;15918
Anders Bentien;18158
J. Ghazanfarian;15344
Zili He;1657
Ursula Sauer;10883
Hung-Ming Wang;4895
Imtiaz A. Taj;2019
Andrew Westwood;2765
Hong Chen 0002;16207
Bobin Yao;19556
Alejandro Sánchez;2286
Zhihua Zhang;3008
Chris A. McGibbon;1421
Hui Li 0013;10052
Hwasoo Seok;9412
Girish Kumar Singh 0002;17358
Xindu Chen;4198
Taimur Hafeez;13642
Xiao Xiao;19867
Elisabetta Farella;3858
María Karen Cortés Verdín;18040
Constantin Apetrei;8490
Ming Dong;15921
Lior Shamir;13508
Faisal Rafiq Mahmad Adikan;11350
Ageliki Tsioliaridou;7470
Xiangzhou Guo;4928
Hayong Jung;1408
Xiaohan Yu;10638
Feng Niu;330
Zibouda Aliouat;19378
Ming Luo 0003;13843
Kwai-Sang Chin;483
Haryong Song;8612
Eftychia G. Datsika;12872
Tsong-Shing Lee;12778
Wu-Sheng Lu;3045
Leandro Michels;9504
Zdenek Becvar;4206
Shih-Hung Wang;13636
Melinda R. Beaver;8685
Ester Martínez-Martín;863
Zhong Ren 0004;13890
Kyungwon Jeong;9200
Renyuan Tang;3337
Feng Jiang;2295
Esther Palomar;4593
Rolf Wind;16075
Leonardo F. da Silva;3234
Fatima AlZahra&apos;a Alatraktchi;15415
Jia Wei Yu;6465
Hailun Wang;8722
Xing Jiang;4886
Ping-Yi Chou;15137
Haosen Wang;17269
Andreas Specht;17633
Armando A. M. Lagana;19685
Lael U. Odhner;7169
Qingyao Wu;6647
Sarah A. Goodchild;13194
Abdul Hafiz Alameh;7506
Kuo Wang;4204
Wenlong Qi;19545
Ying Cai;10965
Md. Asafuddoula;14183
Muhammad Inam Abbasi;11328
Nan Yang;3192
K. Wang;12075
Fangmin Li;14263
Maxime R. Dubois;18468
Gerard J. Kim;10479
Tatiana Trantidou;5364
Yujin Chen;6969
Qibin Huang;19200
Gorka Azkune;8860
Hatim M. Behairy;10512
Pibin Bing;18743
Qijin Chen;1816
Cheol Seong Hwang;5723
António E. Ruano;17907
David Halls;11046
Hemantha Kodikara Arachchi;11894
Markus Endler;9307
Carlos Zapata;10238
Paolo Giangrande;14981
Mingwei Cao;13916
Tariq Aziz;9805
Zhiqiang Xue;7289
Siguang Chen;2854
Tai-Lang Jong;325
Mingjin Yu;12011
Simone Figorilli;15899
Jan Bacik;9848
Hong-Hee Lee;10305
Antonio Ledezma;18604
Jero Ahola;6060
Chung-Chi Hsu;4350
Urban Sedlar;16413
Shuo-Ju Yeh;5635
Oscar Lucía;9792
Benjamin D. Braaten;4755
Xinyuan Chen;13692
Robert Rolland;9350
Sami ud Din;13831
Qingyuan Gui;5592
Milton Sérgio Fernandes de Lima;395
Jianqi Wang;16154
Subhashish Bhattacharya;3524
Kui Young Park;11076
Heiko Zimmermann;2225
Suresh Lakhimsetty;18478
Mohamed S. Abdalzaher;14138
Elyas Zamiri;2356
Teshome Megersa Bekele;16561
Marissa Condon;11067
Hirozumi Yamaguchi;3738
Nicholas J. Kaminski;18714
Feng Wu;12393
Depeng Jin;10343
Guoyou Shi;12615
Valentín Calzada-Ledesma;14528
Qing-Hao Meng;4977
Yonggang Zhang;9382
Chong Zou;13581
Paolo Mezzanotte;14408
Svetozar Petrovic;15858
Denghui Wang;7422
Chu Zhang;5451
Radek Martinek;14184
Hui Tang 0003;6402
Aidan F. Browne;9905
Zhongping Yang;815
Di Tang;3220
Constantin Nicolae Toader;16672
Asmaa A. Elsheikh;17399
Vivien Zapf;12715
Campbell Wilson;12962
Yong Tae Kim;9453
Juan Manuel Gutiérrez-Salgado;2833
Shiyang Hu;15262
Ziqi Zhang;16760
Farzad Khalvati;8987
Gero Barmeier;8469
Chunqi Chang;19386
Alessandro Pozzebon;12653
Mao-Lun Chiang;3569
Ahmad Najmuddin Ibrahim;8319
Weiliang Jin;3752
Yen-Sheng Chen;8445
Satoshi Miyata;6462
Michail Chronopoulos;5520
Hu Xiong;18437
Xianfang Wang;13502
Ling Jian;213
Khagendra Belbase;8677
Taejung Kim;6957
Tania Ismail;17757
Qiang Chen;12060
Harith Ahmad;5756
Chuang Zhang;16662
Sang Hun Lee;2045
Teresa Ligonzo;19104
Aida Martinez;8281
Wenxin Liu;5578
Nikos D. Hatziargyriou;15395
Prasant Mohapatra;7737
Alyosha C. Molnar;3846
Yojiro Shibako;4718
Kornel Wolski;2970
David Arancibia;16325
Antonio Lázaro;7547
Mike Burmester;2450
Shaoyong Li;15021
Jungsoon Shin;583
Sewan Choi;7716
Juan Jesús García;17623
Liangxu Jiang;19540
Yonggang Wen;15185
Hooseok Lee;3520
Dimitrios Papamartzivanos;8814
Omar S. Gómez;11661
Jianping Shi;14912
H. Oh;10124
Tahir Mahmood;14475
Ana Lucila Sandoval Orozco;10209
Chengshan Xiao;15993
Pengcheng Duan;8751
Pengyue Zhang;8963
Yonggang Wen;11717
Christine Gommenginger;16039
Qasim Ali 0002;3545
Ming Ai;2351
Zhijun Ding;4979
Van Sang Le;5759
Weihai Chen;16556
Zhiquan He;10156
Tsung-Lin Li;12288
Qifeng Yu;2017
Alejandro Angulo Cardenas;5498
Weiwei Sun;10377
Elisa Adirosi;55
Zhuxian Xu;14634
Peng Ren;9862
Hsiao-Ting Jannis Su;17954
Cheng-Lin Liu;14278
Kuttathati Srinivasan Vishvaksenan;16888
Xiaozhong Liao;13794
Masoom Alam;8988
Akihito Nakai;16627
Angie R. Eldamak;17679
Chao Peng;12932
Krishna Bharadwaj Chivukula;8651
Chien-Ying Chen;18732
AbdulMalik S. Al-Salman;8891
Yunfei Chen;12718
Aitor Almeida;16537
Doo Seop Eom;7128
Salvador Cabrera;16277
Davide Quaglia;4794
Donglin Cao;9821
Nestor E. de Oliveira;1358
Eng-Huat Toh;11206
Kai Dong;6991
Xiaolong Zhang;19494
Najath Abdul Azeez;11153
Yanki Aslan;6125
Wassim Znaidi;12683
Yuki Maruyama;10424
Dianbo Fu;16954
Ya Zhang;9156
Jing Xu 0001;17711
Shengjie Zhang;13598
Antonio Gómez-Corral;6923
HuiHui Yu;7334
Yu-Chen Kuo;16977
Stefan Ulbrich;8268
Víctor Vives-Boix;4643
Xiaohong Huang;15692
Bingxia Tang;9794
Yi-Tzu Lo;13647
Herwin L. D. Horemans;10286
Ioannis E. Livieris;17733
Jincan Chen;14157
Yasar Khan;192
Tong Boon Tang;2567
Ran Bi;10218
Vipulkumar I. Patel;13921
Muhammad Sohail;11318
Heike Ebendorff-Heidepriem;14543
Mathieu De Craene;9390
Ke Xiong;14509
Zhendong Xu;16171
Roderic L. Jones;11837
Anna Calveras Augé;11531
Álvaro García-Sánchez;8998
Xiaohua Ding;4242
Johannes Häfner;5073
Yifang Zheng;5856
Zhifan Li;7082
Pietro Tricoli;18469
Wei Wei 0004;3270
Ying-Ren Chen;8003
Qimei Cui;1022
Rafael Fort;13310
Ioan Alexandru Ivan;12133
Christopher T. Rodenbeck;16511
Lucía Seguí;3914
Cesar Giron Camerini;588
Donglin Zhang;19281
Marco Signorini;17008
Yuesuo Yang;17901
Hong Chen 0003;16439
Antonio José Moreno;8909
Yangjie Wei;14783
Ruikai Mai;11352
Lei Zhang 0022;5597
Rashid Ali;9136
Gregory P. Forlenza;5950
Raja Syamsul Azmir Raja Abdullah;13172
Suheer Alhadhrami;13544
Rawan Alawneh;13343
Ki-Hyeon Park;12923
Nitish V. Thakor;9247
Ruixing Li;10997
Abu Sulaiman Mohammad Zahid Kausar;16347
Changchun Hua;17192
Xiangyu Sun;10205
Georgios Mylonas;2981
Zehua Wang;11858
Sy-Yen Kuo;10033
Zhen Liu;8072
Yucong Duan;18162
Mohamed Farahat Ibrahim;4038
Herwin L. D. Horemans;7784
Xiaofeng Cai;1366
Huan Zhang;6188
Rui Oliveira;1615
Fengxia Han;16467
Haocheng Ma;16217
Debo Shi;1140
Rodolfo L. Patyk;10532
Oscar Dalmau Cedeño;2363
Panayiotis C. Roussis;3691
Hong-Yuan Zeng;12122
Takahiro Mizoguchi;6950
Tam Q. Nguyen;4800
Soung Chang Liew;10280
Louise Elmlund;19228
Kailiang Yu;5467
Jeremy Ellman;7894
Robert C. Qiu;7667
Lilian del Consuelo Hernandez Ruiz Gaytan;9917
Yinglong Dai;18362
Geol Moon;14427
Joao F. Ribeiro;17236
Fangwen Tu;7303
Duc V. Le;7398
Andreas Looser;12738
Lauren Deanes;4290
Fu-Wei Lee;7026
Mingjian Chen;14766
Fahad Abdullah Moafa;19024
Yongbin Gao;12658
Georgia Vlahoy;7519
Benjamin Aslamy;4496
Xianchao Yang;3538
Jun-ichi Takada;15950
Karim Alghoul;11661
Arne Breede;13241
Salvatore Galiano;11813
Qilong Ai;493
Dushan Boroyevich;12867
Md. Rafiqul Islam;10989
Minseong Kim;2040
João Paulo Papa;9369
Jerzy Wrona;587
A. M. Mahfuz-Ur-Rahman;101
Hongbo Dai;15399
Yu Tang;1351
Qingtao Meng;16871
Ingo Fischer;10567
Attahiru Sule Alfa;2635
Zaifu Wang;5892
Anjali Agarwal;7797
Haihua Mu;16944
Guilherme de Azevedo e Melo;18621
Hua Jin;11752
Ignace Loris;11791
Peter Kelleher;8769
Jihoon Kim;15170
Abid Khan;478
Yao Yu;271
Wen Zhao;5106
Hideyuki Hirata;1774
Ling Zang;18426
Wei Xie;6017
Roberto Carballedo;14788
Demercil de Souza Oliveira;2051
Yu Luo 0001;8025
Zhiwei Wu;6649
Flavia Gontijo de Lima;8444
Marco Soldo;1812
Nongjian Tao;10817
Miguel Morales Chan;2455
Antonella Belmonte;2365
Zhi Liu;18715
Yunlong Shang;6064
Weiping Wang 0008;14784
Marta Millán;16886
Qinghua Gu;9620
Kalyan Goswami;8652
Jamil Satouri;15213
Luca Parmesan;6588
Rami Oweis;15959
Alireza Shahrabi;6180
Antonio Alarcón Paredes;1993
Sitthisak Kiratipongvoot;15530
Francisco J. Aparicio-Navarro;285
Jing Liu 0004;17994
Wanlin Gao;3930
Jun Zhang 0023;6103
Jian Yan 0001;6177
Usman Latif;16270
Jung-Hyok Kwon;16952
Nicola Pergola;1935
Jens Bo Holm-Nielsen;17161
Antonio Palucci;12570
Amro M. Farid;4611
Leida Li;10752
Limei Lin;16095
Gufeng Wang;16759
R. García-Gutiérrez;12825
Fei Yuan;17460
Wenping Zhu;12847
Sascha M. Schnepp;15327
Yun Xiao;5906
Atsuo Takanishi;5144
Qiang Niu;19532
Lei Zuo;2156
Sih-Huei Chen;17714
Jeongyong Song;17914
Chun-Jen Chung;6028
Ohyun Jo;3024
Glen Ritchie;10918
Hui Luo;16770
Enrique Onieva;10461
Reginald D. Smith;7616
Muhammad Shahwaiz Afaqui;4586
Laizhong Cui;3142
Falk Liebner;12637
Rusen Yang;16395
Krishna R. Pattipati;5335
Vincenzo Niola;15602
José V. Martí;8231
Andreas Ettlinger;709
Seil Jeon;19031
Ahmad Najmuddin Ibrahim;10312
Ahmed Abdelaziz;1470
Choonggeun Song;10954
Can Huang;13799
Aki Gronman;15557
Xinbin Li;6197
Karina Beatriz Jimenes Vargas;10710
Jiarui Tao;11043
Sabrina Rovelli;16975
Paul Ohodnicki;15808
Brian G. Stewart;9208
Hua Chen;6765
Di Guan;6058
Yusuke Miki;18242
Yu Wang 0003;19180
Iskander Usenov;16626
Fuad Bajaber;13728
Chia-Yu Hsu;12168
Themistocles M. Rassias;9319
Francesco Baldini;19484
Chuan Huang;17723
Emily Zamora;19729
Lifang Wang;18630
Fabio Bovenga;2674
Aly Ferreira Flores Filho;1964
Raphael Buiron;7493
Giacomo Colle;16942
Yi-Hung Hsieh;15715
Qing-An Huang;17148
Jinyong Ju;5222
Zebin Yang;4743
Dongying Chen;5098
Nikolai Kazuchits;16099
Luca Ottaviano;12315
Mario Aldape-Pérez;16015
Mahmoud Fekri;4286
Panagiotis D. Bamidis;8550
Feng Qian 0004;13159
Guohui Yuan;11007
Ali Mohamed E. Ejmaa;15601
Ernö Robert Csetnek;4882
Yuanwen Cai;17474
Chenhui Jin;9701
Guiping Shen;4699
Jonghyun Kim;3570
Behrad Rouzbeh;3713
Danan Dong;11284
Stefano Parrino;2750
Shaoyong Li;7757
Krishna Kant;17535
Víctor Fresno-Fernández;11402
Chuan Lyu;9904
Li Jia;8819
Jindong Wang;9629
Sajib Roy;842
Carlota Salinas;16385
Anabela Oliveira;17980
Mohammed Alshareef;10920
Hairong Zheng;9074
Tahiyah Nou Shene;5949
Maria A. Lema;5341
Qi Peng;8065
Narendiran Anandan;1373
Xiaomei Bai;15008
Stéphane Marchand-Maillet;118
Yue-ming Gao;6573
Budour Alfawaz;16800
Xiaofeng Liao;7892
Chunjie Yang;1129
Anna Calveras;12746
Harald Paganetti;11653
Shaolin Li;8459
Aleksander Sadikov;2977
Md. Zulfiker Mahmud;3445
Feihu Sun;9388
Juha Tamminen;12756
Hsin-Yi Lai;4989
Wen Hong;805
Mario G. C. A. Cimino;12759
Zhangmin Wang;8798
Ho Gi Jung;10604
Xiang Yan;6461
Tao Jing;7478
Noura Alhakbani;4675
Katherine E. Isaacs;5063
Ami Hannon;11156
Jon G. Rokne;8509
Sunghyun Choi;6482
Paulo Simões 0001;13987
Luca Zarri;7610
Nasir Abbas;14134
Wei Yu 0016;14037
Jiantong Zhang;3679
Sidharth Sharma;12729
Stefania Cornara;1215
Ho-Shin Cho;18612
Shuang Cang;14169
Jaime R. de Moraes;11836
K. R. Prabhu;646
Yuan Zhuang;11715
Jia Xu;371
Shengxian Dong;15792
Jiu Huang;2593
Gerald B. Baumgartner;15885
Dinesh Pattabiraman;15492
Mario Paolone;13968
Qiming Huo;2511
Ned Mohan;14789
Jose Antonio Garrido-Cardenas;757
Riccardo Longo;10173
Zhihua Liu;2616
Ioannis K. Argyros;9711
Tansel Yucelen;10428
Renato Cifuentes;7461
Xuejun Zhang;19803
Hui Cao;9693
I-Ming Hung;5045
Dong Liu;14606
Leandro Nunes de Castro;5755
Marian K. Kazimierczuk;1961
Lingyun Wang;12293
Antonio Petitti;11471
Stefano Sfarra;325
Antonio Manuel Herrera;3542
Mohd Yamani Idna Idris;11432
Cunguang Zhu;5306
Marcio D. B. Gomes;6624
Dang Quang Hien;4577
Junming Zhang;10297
Juan R. Velasco;10929
Lin-Sheng Wu;15366
Mohamed Orabi;2114
Fei Zhang 0004;19298
Aziz Guergachi;11871
Brian Toomajian;8993
Zhongwei Hu;12110
Yue Ji;7842
Xiaoyan Xiao;1147
Syed Junaid Nawaz;13829
Miguel Alvarado;14665
Enrique Onieva;8212
Bishuang Fan;976
Roya Narimani;8706
Dehua Zhu;4595
Piroska Haller;6889
Xianqiang Jiang;18352
Alessia Saggese;10168
Sixian Chan;8624
Paolo Prosposito;6402
Emilio Freire;2739
Lu-liang Zhang;16146
Xavier Chavanne;6321
Thijs M. Tönis;11155
James Lam;2717
Chunqing Wu;17201
Imad Eddine Touahria;8732
Guofa Cai;4217
Li Deng;15862
Victoria Gomez-Guillamon Buendia;14303
Mohammed Azmi Al-Betar;8141
Qi Chen;261
Anastasia V. Grigorieva;4420
Mohamad Faris Mohamad Fathil;250
Adolfo Lozano Tello;11347
Sean C. Smithson;10879
Yonghong Lan;19415
Andrzej Bartoszewicz;112
Changwei Qin;11787
Wing Shing Chan;6721
Ajit Narwal;17496
Aamir Farooq Malik;11245
Michel Roux;13500
Muhammad Imran Khan 0005;3696
Mehran Torabi;12458
Kun Lu;15808
A. Hernández;16711
Shaochi Cheng;2739
Sung Ung Moon;11470
Juan Carlos Viera Pérez;9298
Rubén Peña;10686
Feng Yin;12175
Petronilo Martin-Iglesias;18639
Yanqing Li;3297
Yongqiang Ge;14878
Zian Qin;1355
Saiqa Aleem;10018
Fen Cheng;2615
Yanqing Hou;7753
Nihat Baysal;18537
Bart Forrier;14448
Hsiang-Yi Chen;5100
Ioannis A. Tarnanas;2553
Edgardo Riquelme;19139
Jinchun Tu;17817
Michael Flankl;8918
Xiaomin Zhu;13888
Christos G. Cassandras;15675
Hao-Yen Hsu;3767
Sven Peets;16910
Nazia Zaman;7588
Dagmar Svecova;19767
Yu-Cheng Lin;11689
Raouf Boutaba;1259
Eduardo Ferreira da Costa;6101
Jordi Sacristán;18804
Rosamaria Capuano;1146
Dan Chen 0002;3392
Yinwei Zhan;10494
Zhenhua Gan;16232
Jean-Pierre Rostaing;7371
Tzer-Shyong Chen;7032
Yohan Dupuis;19671
Oana Geman;1692
Mikel Zabaleta;4846
Shumin Ding;7115
Raghav Prasad Parouha;5487
Jeong Hoon Lee;13751
Joo-Hyung Chae;8084
Gheorghe Zaharia;2885
Qiwei Wang;15255
Thanh V. Pham;5537
N. Nguyen-Minh;5740
Manuel López-Amo;4002
Francisco Javier Ruiz Piñar;530
Christopher Pope;15523
Changjiang Xiao;18354
Koji Orikawa;19543
Paolo Prosposito;4464
José Rodríguez-Avi;5218
Sunilkumar Vadivelu;10308
Peng Li 0019;5053
Desmond Power;6008
Guillermo Cabrera-Guerrero;15482
Michele Cucuzzella;7015
Jing Li 0010;12514
Lei Yin;14582
Xiao Zhou;3897
Tan Guo;1779
Juan Carlos Preciado;16555
Shu-ping Yeh;17325
Francesco Riganti Fulginei;10693
Mauricio Sepúlveda;15037
Carmelo G. Barroso;2726
Yufang Chang;18149
Ce Shi;1208
Alf Gerisch;8843
Joaquim Blesa;5477
Carlos Toro 0002;3322
Hongming Zhang;6962
Yuanying Qiu;11055
Halil Yetgin;10353
A. B. Shyam;16014
Yanan Dong;2583
Juntao Chen;16447
Qiao Xiang;4732
J. M. de Oliveira;11262
Sergio Albiol-Pérez;4065
Mario Collotta;5485
L. J. Ontañón-García;14127
Vincent Aubry;6203
Zongbin Ye;18293
Md Abdul Masud;17581
Mohd Y. Ali;9555
Dirk Klugmann;2449
Stefano Quer;19051
Yong Fan;16525
Zixuan Xiang;11902
Daniel N. Aloi;18942
Xing Zhang 0010;1702
Manuel Avilés;287
Thomas Brunner;147
Jianyuan Feng;19015
Mehreen Afzal;2900
Nicola Pellegrini;3064
Sergio Llorente;15098
Yanbo Che;12213
Soile Passoja;12528
Jing Xiong;8583
Amarendra Kumar;11396
Jun Hu 0001;1735
Rosilah Hassan;5440
Mehrez Zribi;14025
Shoukry I. Shams;4923
David Akopian;3194
Hamida Hallil;4649
Xun Lu;9799
Kuravi Hewawasam;17079
Pia Lindh;15093
Roksana Muzyka;19379
Anthony Simpson;19489
Johannes B. J. Bussmann;9940
Xiaodong Cheng;15923
Phan Trong Tue;19460
Rüdiger Haas;17543
Mou Chen;18985
Behnam Tayebi;9932
Mano Misra;14953
Hikmet Sari;14764
Qun Hao;17281
Young-Duk Seo;8586
Xiaoyong Chang;6520
Xiqi Gao;11661
Chuanqiang Shan;4812
Ana C. Tarazona;9761
Rui Wang 0013;1489
Marko Munih;19281
Srikumar Panda;13102
Mohamed Sadik;11983
