:START_ID(Author)	corresponding_author	:END_ID(Article)
Qiong Wu 0002	Yes	16472
Jun Zheng	No	16472
Qiong Wu 0002	Yes	16473
Jun Zheng	No	16473
Qiong Wu 0002	Yes	16474
Jun Zheng	No	16474
Qiong Wu 0002	Yes	16475
Jun Zheng	No	16475
Qiong Wu 0002	Yes	16476
Jun Zheng	No	16476
Qiong Wu 0002	Yes	16477
Jun Zheng	No	16477
Qiong Wu 0002	Yes	16478
Jun Zheng	No	16478
Qiong Wu 0002	Yes	16479
Jun Zheng	No	16479
Qiong Wu 0002	Yes	16480
Jun Zheng	No	16480
Qiong Wu 0002	Yes	16481
Jun Zheng	No	16481
Qiong Wu 0002	Yes	16482
Jun Zheng	No	16482
Qiong Wu 0002	Yes	16483
Jun Zheng	No	16483
Qiong Wu 0002	Yes	16484
Jun Zheng	No	16484
Qiong Wu 0002	Yes	16485
Jun Zheng	No	16485
Qiong Wu 0002	Yes	16486
Jun Zheng	No	16486
Qiong Wu 0002	Yes	16487
Jun Zheng	No	16487
Qiong Wu 0002	Yes	16488
Jun Zheng	No	16488
Qiong Wu 0002	Yes	16489
Jun Zheng	No	16489
Qiong Wu 0002	Yes	16490
Jun Zheng	No	16490
Qiong Wu 0002	Yes	16491
Jun Zheng	No	16491
Qiong Wu 0002	Yes	16492
Jun Zheng	No	16492
Qiong Wu 0002	Yes	16493
Jun Zheng	No	16493
Qiong Wu 0002	Yes	16494
Jun Zheng	No	16494
Qiong Wu 0002	Yes	16495
Jun Zheng	No	16495
Qiong Wu 0002	Yes	16496
Jun Zheng	No	16496
Qiong Wu 0002	Yes	16497
Jun Zheng	No	16497
Qiong Wu 0002	Yes	16498
Jun Zheng	No	16498
Qiong Wu 0002	Yes	16499
Jun Zheng	No	16499
Qiong Wu 0002	Yes	16500
Jun Zheng	No	16500
Qiong Wu 0002	Yes	16501
Jun Zheng	No	16501
Qiong Wu 0002	Yes	16502
Jun Zheng	No	16502
Qiong Wu 0002	Yes	16503
Jun Zheng	No	16503
Qiong Wu 0002	Yes	16504
Jun Zheng	No	16504
Qiong Wu 0002	Yes	16505
Jun Zheng	No	16505
Qiong Wu 0002	Yes	16506
Jun Zheng	No	16506
Qiong Wu 0002	Yes	16507
Jun Zheng	No	16507
Qiong Wu 0002	Yes	16508
Jun Zheng	No	16508
Qiong Wu 0002	Yes	16509
Jun Zheng	No	16509
Qiong Wu 0002	Yes	16510
Jun Zheng	No	16510
Qiong Wu 0002	Yes	16511
Jun Zheng	No	16511
Qiong Wu 0002	Yes	16512
Jun Zheng	No	16512
Qiong Wu 0002	Yes	16513
Jun Zheng	No	16513
Qiong Wu 0002	Yes	16514
Jun Zheng	No	16514
Qiong Wu 0002	Yes	16515
Jun Zheng	No	16515
Qiong Wu 0002	Yes	16516
Jun Zheng	No	16516
Qiong Wu 0002	Yes	16517
Jun Zheng	No	16517
Qiong Wu 0002	Yes	16518
Jun Zheng	No	16518
Qiong Wu 0002	Yes	16519
Jun Zheng	No	16519
Qiong Wu 0002	Yes	16520
Jun Zheng	No	16520
Qiong Wu 0002	Yes	16521
Jun Zheng	No	16521
Qiong Wu 0002	Yes	16522
Jun Zheng	No	16522
Qiong Wu 0002	Yes	16523
Jun Zheng	No	16523
Qiong Wu 0002	Yes	16524
Jun Zheng	No	16524
Qiong Wu 0002	Yes	16525
Jun Zheng	No	16525
Qiong Wu 0002	Yes	16526
Jun Zheng	No	16526
Qiong Wu 0002	Yes	16527
Jun Zheng	No	16527
Qiong Wu 0002	Yes	16528
Jun Zheng	No	16528
Qiong Wu 0002	Yes	16529
Jun Zheng	No	16529
Qiong Wu 0002	Yes	16530
Jun Zheng	No	16530
Qiong Wu 0002	Yes	16531
Jun Zheng	No	16531
Qiong Wu 0002	Yes	16532
Jun Zheng	No	16532
Qiong Wu 0002	Yes	16533
Jun Zheng	No	16533
Qiong Wu 0002	Yes	16534
Jun Zheng	No	16534
Qiong Wu 0002	Yes	16535
Jun Zheng	No	16535
Qiong Wu 0002	Yes	16536
Jun Zheng	No	16536
Qiong Wu 0002	Yes	16537
Jun Zheng	No	16537
Qiong Wu 0002	Yes	16538
Jun Zheng	No	16538
Qiong Wu 0002	Yes	16539
Jun Zheng	No	16539
Qiong Wu 0002	Yes	16540
Jun Zheng	No	16540
Qiong Wu 0002	Yes	16541
Jun Zheng	No	16541
Qiong Wu 0002	Yes	16542
Jun Zheng	No	16542
Qiong Wu 0002	Yes	16543
Jun Zheng	No	16543
Qiong Wu 0002	Yes	16544
Jun Zheng	No	16544
Qiong Wu 0002	Yes	16545
Jun Zheng	No	16545
Qiong Wu 0002	Yes	16546
Jun Zheng	No	16546
Qiong Wu 0002	Yes	16547
Jun Zheng	No	16547
Qiong Wu 0002	Yes	16548
Jun Zheng	No	16548
Qiong Wu 0002	Yes	16549
Jun Zheng	No	16549
Qiong Wu 0002	Yes	16550
Jun Zheng	No	16550
Qiong Wu 0002	Yes	16551
Jun Zheng	No	16551
Qiong Wu 0002	Yes	16552
Jun Zheng	No	16552
Qiong Wu 0002	Yes	16553
Jun Zheng	No	16553
Qiong Wu 0002	Yes	16554
Jun Zheng	No	16554
Qiong Wu 0002	Yes	16555
Jun Zheng	No	16555
Qiong Wu 0002	Yes	16556
Jun Zheng	No	16556
Qiong Wu 0002	Yes	16557
Jun Zheng	No	16557
Qiong Wu 0002	Yes	16558
Jun Zheng	No	16558
Qiong Wu 0002	Yes	16559
Jun Zheng	No	16559
Qiong Wu 0002	Yes	16560
Jun Zheng	No	16560
Qiong Wu 0002	Yes	16561
Jun Zheng	No	16561
Qiong Wu 0002	Yes	16562
Jun Zheng	No	16562
Qiong Wu 0002	Yes	16563
Jun Zheng	No	16563
Qiong Wu 0002	Yes	16564
Jun Zheng	No	16564
Qiong Wu 0002	Yes	16565
Jun Zheng	No	16565
Qiong Wu 0002	Yes	16566
Jun Zheng	No	16566
Qiong Wu 0002	Yes	16567
Jun Zheng	No	16567
Qiong Wu 0002	Yes	16568
Jun Zheng	No	16568
Qiong Wu 0002	Yes	16569
Jun Zheng	No	16569
Qiong Wu 0002	Yes	16570
Jun Zheng	No	16570
Qiong Wu 0002	Yes	16571
Jun Zheng	No	16571
Qiong Wu 0002	Yes	16572
Jun Zheng	No	16572
Qiong Wu 0002	Yes	16573
Jun Zheng	No	16573
Qiong Wu 0002	Yes	16574
Jun Zheng	No	16574
Qiong Wu 0002	Yes	16575
Jun Zheng	No	16575
Qiong Wu 0002	Yes	16576
Jun Zheng	No	16576
Qiong Wu 0002	Yes	16577
Jun Zheng	No	16577
Qiong Wu 0002	Yes	16578
Jun Zheng	No	16578
Qiong Wu 0002	Yes	16579
Jun Zheng	No	16579
Qiong Wu 0002	Yes	16580
Jun Zheng	No	16580
Qiong Wu 0002	Yes	16581
Jun Zheng	No	16581
Qiong Wu 0002	Yes	16582
Jun Zheng	No	16582
Qiong Wu 0002	Yes	16583
Jun Zheng	No	16583
Qiong Wu 0002	Yes	16584
Jun Zheng	No	16584
Qiong Wu 0002	Yes	16585
Jun Zheng	No	16585
Qiong Wu 0002	Yes	16586
Jun Zheng	No	16586
Qiong Wu 0002	Yes	16587
Jun Zheng	No	16587
Qiong Wu 0002	Yes	16588
Jun Zheng	No	16588
Qiong Wu 0002	Yes	16589
Jun Zheng	No	16589
Qiong Wu 0002	Yes	16590
Jun Zheng	No	16590
Qiong Wu 0002	Yes	16591
Jun Zheng	No	16591
Qiong Wu 0002	Yes	16592
Jun Zheng	No	16592
Qiong Wu 0002	Yes	16593
Jun Zheng	No	16593
Qiong Wu 0002	Yes	16594
Jun Zheng	No	16594
Qiong Wu 0002	Yes	16595
Jun Zheng	No	16595
Qiong Wu 0002	Yes	16596
Jun Zheng	No	16596
Qiong Wu 0002	Yes	16597
Jun Zheng	No	16597
Qiong Wu 0002	Yes	16598
Jun Zheng	No	16598
Qiong Wu 0002	Yes	16599
Jun Zheng	No	16599
Qiong Wu 0002	Yes	16600
Jun Zheng	No	16600
Qiong Wu 0002	Yes	16601
Jun Zheng	No	16601
Qiong Wu 0002	Yes	16602
Jun Zheng	No	16602
Qiong Wu 0002	Yes	16603
Jun Zheng	No	16603
Qiong Wu 0002	Yes	16604
Jun Zheng	No	16604
Qiong Wu 0002	Yes	16605
Jun Zheng	No	16605
Qiong Wu 0002	Yes	16606
Jun Zheng	No	16606
Qiong Wu 0002	Yes	16607
Jun Zheng	No	16607
Qiong Wu 0002	Yes	16608
Jun Zheng	No	16608
Qiong Wu 0002	Yes	16609
Jun Zheng	No	16609
Qiong Wu 0002	Yes	16610
Jun Zheng	No	16610
Qiong Wu 0002	Yes	16611
Jun Zheng	No	16611
Qiong Wu 0002	Yes	16612
Jun Zheng	No	16612
Qiong Wu 0002	Yes	16613
Jun Zheng	No	16613
Qiong Wu 0002	Yes	16614
Jun Zheng	No	16614
Qiong Wu 0002	Yes	16615
Jun Zheng	No	16615
Qiong Wu 0002	Yes	16616
Jun Zheng	No	16616
Qiong Wu 0002	Yes	16617
Jun Zheng	No	16617
Qiong Wu 0002	Yes	16618
Jun Zheng	No	16618
Qiong Wu 0002	Yes	16619
Jun Zheng	No	16619
Qiong Wu 0002	Yes	16620
Jun Zheng	No	16620
Qiong Wu 0002	Yes	16621
Jun Zheng	No	16621
Qiong Wu 0002	Yes	16622
Jun Zheng	No	16622
Qiong Wu 0002	Yes	16623
Jun Zheng	No	16623
Qiong Wu 0002	Yes	16624
Jun Zheng	No	16624
Qiong Wu 0002	Yes	16625
Jun Zheng	No	16625
Qiong Wu 0002	Yes	16626
Jun Zheng	No	16626
Qiong Wu 0002	Yes	16627
Jun Zheng	No	16627
Qiong Wu 0002	Yes	16628
Jun Zheng	No	16628
Qiong Wu 0002	Yes	16629
Jun Zheng	No	16629
Qiong Wu 0002	Yes	16630
Jun Zheng	No	16630
Qiong Wu 0002	Yes	16631
Jun Zheng	No	16631
Qiong Wu 0002	Yes	16632
Jun Zheng	No	16632
Qiong Wu 0002	Yes	16633
Jun Zheng	No	16633
Qiong Wu 0002	Yes	16634
Jun Zheng	No	16634
Qiong Wu 0002	Yes	16635
Jun Zheng	No	16635
Qiong Wu 0002	Yes	16636
Jun Zheng	No	16636
Qiong Wu 0002	Yes	16637
Jun Zheng	No	16637
Qiong Wu 0002	Yes	16638
Jun Zheng	No	16638
Qiong Wu 0002	Yes	16639
Jun Zheng	No	16639
Qiong Wu 0002	Yes	16640
Jun Zheng	No	16640
Qiong Wu 0002	Yes	16641
Jun Zheng	No	16641
Qiong Wu 0002	Yes	16642
Jun Zheng	No	16642
Qiong Wu 0002	Yes	16643
Jun Zheng	No	16643
Qiong Wu 0002	Yes	16644
Jun Zheng	No	16644
Qiong Wu 0002	Yes	16645
Jun Zheng	No	16645
Qiong Wu 0002	Yes	16646
Jun Zheng	No	16646
Qiong Wu 0002	Yes	16647
Jun Zheng	No	16647
Qiong Wu 0002	Yes	16648
Jun Zheng	No	16648
Qiong Wu 0002	Yes	16649
Jun Zheng	No	16649
Qiong Wu 0002	Yes	16650
Jun Zheng	No	16650
Qiong Wu 0002	Yes	16651
Jun Zheng	No	16651
Qiong Wu 0002	Yes	16652
Jun Zheng	No	16652
Qiong Wu 0002	Yes	16653
Jun Zheng	No	16653
Qiong Wu 0002	Yes	16654
Jun Zheng	No	16654
Qiong Wu 0002	Yes	16655
Jun Zheng	No	16655
Qiong Wu 0002	Yes	16656
Jun Zheng	No	16656
Qiong Wu 0002	Yes	16657
Jun Zheng	No	16657
Qiong Wu 0002	Yes	16658
Jun Zheng	No	16658
Qiong Wu 0002	Yes	16659
Jun Zheng	No	16659
Qiong Wu 0002	Yes	16660
Jun Zheng	No	16660
Qiong Wu 0002	Yes	16661
Jun Zheng	No	16661
Qiong Wu 0002	Yes	16662
Jun Zheng	No	16662
Qiong Wu 0002	Yes	16663
Jun Zheng	No	16663
Qiong Wu 0002	Yes	16664
Jun Zheng	No	16664
Qiong Wu 0002	Yes	16665
Jun Zheng	No	16665
Qiong Wu 0002	Yes	16666
Jun Zheng	No	16666
Qiong Wu 0002	Yes	16667
Jun Zheng	No	16667
Qiong Wu 0002	Yes	16668
Jun Zheng	No	16668
Qiong Wu 0002	Yes	16669
Jun Zheng	No	16669
Qiong Wu 0002	Yes	16670
Jun Zheng	No	16670
Qiong Wu 0002	Yes	16671
Jun Zheng	No	16671
Qiong Wu 0002	Yes	16672
Jun Zheng	No	16672
Qiong Wu 0002	Yes	16673
Jun Zheng	No	16673
Qiong Wu 0002	Yes	16674
Jun Zheng	No	16674
Qiong Wu 0002	Yes	16675
Jun Zheng	No	16675
Qiong Wu 0002	Yes	16676
Jun Zheng	No	16676
Qiong Wu 0002	Yes	16677
Jun Zheng	No	16677
Qiong Wu 0002	Yes	16678
Jun Zheng	No	16678
Qiong Wu 0002	Yes	16679
Jun Zheng	No	16679
Qiong Wu 0002	Yes	16680
Jun Zheng	No	16680
Qiong Wu 0002	Yes	16681
Jun Zheng	No	16681
Qiong Wu 0002	Yes	16682
Jun Zheng	No	16682
Qiong Wu 0002	Yes	16683
Jun Zheng	No	16683
Qiong Wu 0002	Yes	16684
Jun Zheng	No	16684
Qiong Wu 0002	Yes	16685
Jun Zheng	No	16685
Qiong Wu 0002	Yes	16686
Jun Zheng	No	16686
Qiong Wu 0002	Yes	16687
Jun Zheng	No	16687
Qiong Wu 0002	Yes	16688
Jun Zheng	No	16688
Qiong Wu 0002	Yes	16689
Jun Zheng	No	16689
Qiong Wu 0002	Yes	16690
Jun Zheng	No	16690
Qiong Wu 0002	Yes	16691
Jun Zheng	No	16691
Qiong Wu 0002	Yes	16692
Jun Zheng	No	16692
Qiong Wu 0002	Yes	16693
Jun Zheng	No	16693
Qiong Wu 0002	Yes	16694
Jun Zheng	No	16694
Qiong Wu 0002	Yes	16695
Jun Zheng	No	16695
Qiong Wu 0002	Yes	16696
Jun Zheng	No	16696
Qiong Wu 0002	Yes	16697
Jun Zheng	No	16697
Qiong Wu 0002	Yes	16698
Jun Zheng	No	16698
Qiong Wu 0002	Yes	16699
Jun Zheng	No	16699
Qiong Wu 0002	Yes	16700
Jun Zheng	No	16700
Qiong Wu 0002	Yes	16701
Jun Zheng	No	16701
Qiong Wu 0002	Yes	16702
Jun Zheng	No	16702
Qiong Wu 0002	Yes	16703
Jun Zheng	No	16703
Qiong Wu 0002	Yes	16704
Jun Zheng	No	16704
Qiong Wu 0002	Yes	16705
Jun Zheng	No	16705
Qiong Wu 0002	Yes	16706
Jun Zheng	No	16706
Qiong Wu 0002	Yes	16707
Jun Zheng	No	16707
Qiong Wu 0002	Yes	16708
Jun Zheng	No	16708
Qiong Wu 0002	Yes	16709
Jun Zheng	No	16709
Qiong Wu 0002	Yes	16710
Jun Zheng	No	16710
Qiong Wu 0002	Yes	16711
Jun Zheng	No	16711
Qiong Wu 0002	Yes	16712
Jun Zheng	No	16712
Qiong Wu 0002	Yes	16713
Jun Zheng	No	16713
Qiong Wu 0002	Yes	16714
Jun Zheng	No	16714
Qiong Wu 0002	Yes	16715
Jun Zheng	No	16715
Qiong Wu 0002	Yes	16716
Jun Zheng	No	16716
Qiong Wu 0002	Yes	16717
Jun Zheng	No	16717
Qiong Wu 0002	Yes	16718
Jun Zheng	No	16718
Qiong Wu 0002	Yes	16719
Jun Zheng	No	16719
Qiong Wu 0002	Yes	16720
Jun Zheng	No	16720
Qiong Wu 0002	Yes	16721
Jun Zheng	No	16721
Qiong Wu 0002	Yes	16722
Jun Zheng	No	16722
Qiong Wu 0002	Yes	16723
Jun Zheng	No	16723
Qiong Wu 0002	Yes	16724
Jun Zheng	No	16724
Qiong Wu 0002	Yes	16725
Jun Zheng	No	16725
Qiong Wu 0002	Yes	16726
Jun Zheng	No	16726
Qiong Wu 0002	Yes	16727
Jun Zheng	No	16727
Qiong Wu 0002	Yes	16728
Jun Zheng	No	16728
Qiong Wu 0002	Yes	16729
Jun Zheng	No	16729
Qiong Wu 0002	Yes	16730
Jun Zheng	No	16730
Qiong Wu 0002	Yes	16731
Jun Zheng	No	16731
Qiong Wu 0002	Yes	16732
Jun Zheng	No	16732
Qiong Wu 0002	Yes	16733
Jun Zheng	No	16733
Qiong Wu 0002	Yes	16734
Jun Zheng	No	16734
Qiong Wu 0002	Yes	16735
Jun Zheng	No	16735
Qiong Wu 0002	Yes	16736
Jun Zheng	No	16736
Qiong Wu 0002	Yes	16737
Jun Zheng	No	16737
Qiong Wu 0002	Yes	16738
Jun Zheng	No	16738
Qiong Wu 0002	Yes	16739
Jun Zheng	No	16739
Qiong Wu 0002	Yes	16740
Jun Zheng	No	16740
Qiong Wu 0002	Yes	16741
Jun Zheng	No	16741
Qiong Wu 0002	Yes	16742
Jun Zheng	No	16742
Qiong Wu 0002	Yes	16743
Jun Zheng	No	16743
Qiong Wu 0002	Yes	16744
Jun Zheng	No	16744
Qiong Wu 0002	Yes	16745
Jun Zheng	No	16745
Qiong Wu 0002	Yes	16746
Jun Zheng	No	16746
Qiong Wu 0002	Yes	16747
Jun Zheng	No	16747
Qiong Wu 0002	Yes	16748
Jun Zheng	No	16748
Qiong Wu 0002	Yes	16749
Jun Zheng	No	16749
Qiong Wu 0002	Yes	16750
Jun Zheng	No	16750
Qiong Wu 0002	Yes	16751
Jun Zheng	No	16751
Qiong Wu 0002	Yes	16752
Jun Zheng	No	16752
Qiong Wu 0002	Yes	16753
Jun Zheng	No	16753
Qiong Wu 0002	Yes	16754
Jun Zheng	No	16754
Qiong Wu 0002	Yes	16755
Jun Zheng	No	16755
Qiong Wu 0002	Yes	16756
Jun Zheng	No	16756
Qiong Wu 0002	Yes	16757
Jun Zheng	No	16757
Qiong Wu 0002	Yes	16758
Jun Zheng	No	16758
Qiong Wu 0002	Yes	16759
Jun Zheng	No	16759
Qiong Wu 0002	Yes	16760
Jun Zheng	No	16760
Qiong Wu 0002	Yes	16761
Jun Zheng	No	16761
Qiong Wu 0002	Yes	16762
Jun Zheng	No	16762
Qiong Wu 0002	Yes	16763
Jun Zheng	No	16763
Qiong Wu 0002	Yes	16764
Jun Zheng	No	16764
Qiong Wu 0002	Yes	16765
Jun Zheng	No	16765
Qiong Wu 0002	Yes	16766
Jun Zheng	No	16766
Qiong Wu 0002	Yes	16767
Jun Zheng	No	16767
Qiong Wu 0002	Yes	16768
Jun Zheng	No	16768
Qiong Wu 0002	Yes	16769
Jun Zheng	No	16769
Qiong Wu 0002	Yes	16770
Jun Zheng	No	16770
Qiong Wu 0002	Yes	16771
Jun Zheng	No	16771
Qiong Wu 0002	Yes	16772
Jun Zheng	No	16772
Qiong Wu 0002	Yes	16773
Jun Zheng	No	16773
Qiong Wu 0002	Yes	16774
Jun Zheng	No	16774
Qiong Wu 0002	Yes	16775
Jun Zheng	No	16775
Qiong Wu 0002	Yes	16776
Jun Zheng	No	16776
Qiong Wu 0002	Yes	16777
Jun Zheng	No	16777
Qiong Wu 0002	Yes	16778
Jun Zheng	No	16778
Qiong Wu 0002	Yes	16779
Jun Zheng	No	16779
Qiong Wu 0002	Yes	16780
Jun Zheng	No	16780
Qiong Wu 0002	Yes	16781
Jun Zheng	No	16781
Qiong Wu 0002	Yes	16782
Jun Zheng	No	16782
Qiong Wu 0002	Yes	16783
Jun Zheng	No	16783
Qiong Wu 0002	Yes	16784
Jun Zheng	No	16784
Qiong Wu 0002	Yes	16785
Jun Zheng	No	16785
Qiong Wu 0002	Yes	16786
Jun Zheng	No	16786
Qiong Wu 0002	Yes	16787
Jun Zheng	No	16787
Qiong Wu 0002	Yes	16788
Jun Zheng	No	16788
Qiong Wu 0002	Yes	16789
Jun Zheng	No	16789
Qiong Wu 0002	Yes	16790
Jun Zheng	No	16790
Qiong Wu 0002	Yes	16791
Jun Zheng	No	16791
Qiong Wu 0002	Yes	16792
Jun Zheng	No	16792
Qiong Wu 0002	Yes	16793
Jun Zheng	No	16793
Qiong Wu 0002	Yes	16794
Jun Zheng	No	16794
Qiong Wu 0002	Yes	16795
Jun Zheng	No	16795
Qiong Wu 0002	Yes	16796
Jun Zheng	No	16796
Qiong Wu 0002	Yes	16797
Jun Zheng	No	16797
Qiong Wu 0002	Yes	16798
Jun Zheng	No	16798
Qiong Wu 0002	Yes	16799
Jun Zheng	No	16799
Qiong Wu 0002	Yes	16800
Jun Zheng	No	16800
Qiong Wu 0002	Yes	16801
Jun Zheng	No	16801
Qiong Wu 0002	Yes	16802
Jun Zheng	No	16802
Qiong Wu 0002	Yes	16803
Jun Zheng	No	16803
Qiong Wu 0002	Yes	16804
Jun Zheng	No	16804
Qiong Wu 0002	Yes	16805
Jun Zheng	No	16805
Qiong Wu 0002	Yes	16806
Jun Zheng	No	16806
Qiong Wu 0002	Yes	16807
Jun Zheng	No	16807
Qiong Wu 0002	Yes	16808
Jun Zheng	No	16808
Qiong Wu 0002	Yes	16809
Jun Zheng	No	16809
Qiong Wu 0002	Yes	16810
Jun Zheng	No	16810
Qiong Wu 0002	Yes	16811
Jun Zheng	No	16811
Qiong Wu 0002	Yes	16812
Jun Zheng	No	16812
Qiong Wu 0002	Yes	16813
Jun Zheng	No	16813
Qiong Wu 0002	Yes	16814
Jun Zheng	No	16814
Qiong Wu 0002	Yes	16815
Jun Zheng	No	16815
Qiong Wu 0002	Yes	16816
Jun Zheng	No	16816
Qiong Wu 0002	Yes	16817
Jun Zheng	No	16817
Qiong Wu 0002	Yes	16818
Jun Zheng	No	16818
Qiong Wu 0002	Yes	16819
Jun Zheng	No	16819
Qiong Wu 0002	Yes	16820
Jun Zheng	No	16820
Qiong Wu 0002	Yes	16821
Jun Zheng	No	16821
Qiong Wu 0002	Yes	16822
Jun Zheng	No	16822
Qiong Wu 0002	Yes	16823
Jun Zheng	No	16823
Qiong Wu 0002	Yes	16824
Jun Zheng	No	16824
Qiong Wu 0002	Yes	16825
Jun Zheng	No	16825
Qiong Wu 0002	Yes	16826
Jun Zheng	No	16826
Qiong Wu 0002	Yes	16827
Jun Zheng	No	16827
Qiong Wu 0002	Yes	16828
Jun Zheng	No	16828
Qiong Wu 0002	Yes	16829
Jun Zheng	No	16829
Qiong Wu 0002	Yes	16830
Jun Zheng	No	16830
Qiong Wu 0002	Yes	16831
Jun Zheng	No	16831
Qiong Wu 0002	Yes	16832
Jun Zheng	No	16832
Qiong Wu 0002	Yes	16833
Jun Zheng	No	16833
Qiong Wu 0002	Yes	16834
Jun Zheng	No	16834
Qiong Wu 0002	Yes	16835
Jun Zheng	No	16835
Qiong Wu 0002	Yes	16836
Jun Zheng	No	16836
Qiong Wu 0002	Yes	16837
Jun Zheng	No	16837
Qiong Wu 0002	Yes	16838
Jun Zheng	No	16838
Qiong Wu 0002	Yes	16839
Jun Zheng	No	16839
Qiong Wu 0002	Yes	16840
Jun Zheng	No	16840
Qiong Wu 0002	Yes	16841
Jun Zheng	No	16841
Qiong Wu 0002	Yes	16842
Jun Zheng	No	16842
Qiong Wu 0002	Yes	16843
Jun Zheng	No	16843
Qiong Wu 0002	Yes	16844
Jun Zheng	No	16844
Qiong Wu 0002	Yes	16845
Jun Zheng	No	16845
Qiong Wu 0002	Yes	16846
Jun Zheng	No	16846
Qiong Wu 0002	Yes	16847
Jun Zheng	No	16847
Qiong Wu 0002	Yes	16848
Jun Zheng	No	16848
Qiong Wu 0002	Yes	16849
Jun Zheng	No	16849
Qiong Wu 0002	Yes	16850
Jun Zheng	No	16850
Qiong Wu 0002	Yes	16851
Jun Zheng	No	16851
Qiong Wu 0002	Yes	16852
Jun Zheng	No	16852
Qiong Wu 0002	Yes	16853
Jun Zheng	No	16853
Qiong Wu 0002	Yes	16854
Jun Zheng	No	16854
Qiong Wu 0002	Yes	16855
Jun Zheng	No	16855
Qiong Wu 0002	Yes	16856
Jun Zheng	No	16856
Qiong Wu 0002	Yes	16857
Jun Zheng	No	16857
Qiong Wu 0002	Yes	16858
Jun Zheng	No	16858
Qiong Wu 0002	Yes	16859
Jun Zheng	No	16859
Qiong Wu 0002	Yes	16860
Jun Zheng	No	16860
Qiong Wu 0002	Yes	16861
Jun Zheng	No	16861
Qiong Wu 0002	Yes	16862
Jun Zheng	No	16862
Qiong Wu 0002	Yes	16863
Jun Zheng	No	16863
Qiong Wu 0002	Yes	16864
Jun Zheng	No	16864
Qiong Wu 0002	Yes	16865
Jun Zheng	No	16865
Qiong Wu 0002	Yes	16866
Jun Zheng	No	16866
Qiong Wu 0002	Yes	16867
Jun Zheng	No	16867
Qiong Wu 0002	Yes	16868
Jun Zheng	No	16868
Qiong Wu 0002	Yes	16869
Jun Zheng	No	16869
Qiong Wu 0002	Yes	16870
Jun Zheng	No	16870
Qiong Wu 0002	Yes	16871
Jun Zheng	No	16871
Qiong Wu 0002	Yes	16872
Jun Zheng	No	16872
Qiong Wu 0002	Yes	16873
Jun Zheng	No	16873
Qiong Wu 0002	Yes	16874
Jun Zheng	No	16874
Qiong Wu 0002	Yes	16875
Jun Zheng	No	16875
Qiong Wu 0002	Yes	16876
Jun Zheng	No	16876
Qiong Wu 0002	Yes	16877
Jun Zheng	No	16877
Qiong Wu 0002	Yes	16878
Jun Zheng	No	16878
Qiong Wu 0002	Yes	16879
Jun Zheng	No	16879
Qiong Wu 0002	Yes	16880
Jun Zheng	No	16880
Qiong Wu 0002	Yes	16881
Jun Zheng	No	16881
Qiong Wu 0002	Yes	16882
Jun Zheng	No	16882
Qiong Wu 0002	Yes	16883
Jun Zheng	No	16883
Qiong Wu 0002	Yes	16884
Jun Zheng	No	16884
Qiong Wu 0002	Yes	16885
Jun Zheng	No	16885
Qiong Wu 0002	Yes	16886
Jun Zheng	No	16886
Qiong Wu 0002	Yes	16887
Jun Zheng	No	16887
Qiong Wu 0002	Yes	16888
Jun Zheng	No	16888
Qiong Wu 0002	Yes	16889
Jun Zheng	No	16889
Qiong Wu 0002	Yes	16890
Jun Zheng	No	16890
Qiong Wu 0002	Yes	16891
Jun Zheng	No	16891
Qiong Wu 0002	Yes	16892
Jun Zheng	No	16892
Qiong Wu 0002	Yes	16893
Jun Zheng	No	16893
Qiong Wu 0002	Yes	16894
Jun Zheng	No	16894
Qiong Wu 0002	Yes	16895
Jun Zheng	No	16895
Qiong Wu 0002	Yes	16896
Jun Zheng	No	16896
Qiong Wu 0002	Yes	16897
Jun Zheng	No	16897
Qiong Wu 0002	Yes	16898
Jun Zheng	No	16898
Qiong Wu 0002	Yes	16899
Jun Zheng	No	16899
Qiong Wu 0002	Yes	16900
Jun Zheng	No	16900
Qiong Wu 0002	Yes	16901
Jun Zheng	No	16901
Qiong Wu 0002	Yes	16902
Jun Zheng	No	16902
Qiong Wu 0002	Yes	16903
Jun Zheng	No	16903
Qiong Wu 0002	Yes	16904
Jun Zheng	No	16904
Qiong Wu 0002	Yes	16905
Jun Zheng	No	16905
Qiong Wu 0002	Yes	16906
Jun Zheng	No	16906
Qiong Wu 0002	Yes	16907
Jun Zheng	No	16907
Qiong Wu 0002	Yes	16908
Jun Zheng	No	16908
Qiong Wu 0002	Yes	16909
Jun Zheng	No	16909
Qiong Wu 0002	Yes	16910
Jun Zheng	No	16910
Qiong Wu 0002	Yes	16911
Jun Zheng	No	16911
Qiong Wu 0002	Yes	16912
Jun Zheng	No	16912
Qiong Wu 0002	Yes	16913
Jun Zheng	No	16913
Qiong Wu 0002	Yes	16914
Jun Zheng	No	16914
Qiong Wu 0002	Yes	16915
Jun Zheng	No	16915
Qiong Wu 0002	Yes	16916
Jun Zheng	No	16916
Qiong Wu 0002	Yes	16917
Jun Zheng	No	16917
Qiong Wu 0002	Yes	16918
Jun Zheng	No	16918
Qiong Wu 0002	Yes	16919
Jun Zheng	No	16919
Qiong Wu 0002	Yes	16920
Jun Zheng	No	16920
Qiong Wu 0002	Yes	16921
Jun Zheng	No	16921
Qiong Wu 0002	Yes	16922
