:START_ID(Author)	:END_ID(Article)
Mikael Laaksonen	14979
Xu Chen 0009	15260
Tania Yukary Guerrero-Melendez	7141
David Calero	9209
George A. Oguntala	15923
Ahamad Tajudin Abdul Khader	4495
Hugo Malón	3378
Anna Gardeli	3755
Madhu Biyani	4419
Purnendu Shekhar Pandey	5690
Jörg Raisch	18500
Leila Aflatoony	16425
Razvan Rosie	15897
Vikram Krishnamurthy	208
Abhishek Kandwal	11001
Kate Vaisutis	17083
Wenyu Chen	17541
Abbas Javed	3604
Benhur de Oliveira Stein	6914
K. Vine	12170
Jacek Jankowski	18632
Ruijian Zhang	3912
Francesco Pantisano	16982
Joachim Böcker	19198
Andreas Hülsing	1535
Liang Xiao 0003	9481
Stefano Cinti	3250
Artur Kaczmarczyk	14064
Hamed Pirsiavash	13873
Tsung-Ping Chen	14114
Mitchell Harrop	14300
Cheng-Yan Chuang	17137
Simone Sulpizio	6352
Ali Ozer Ercan	8830
Lindsay Alexander Shaw	3721
Roman Kamnik	4261
Shulong Wang	10991
Santu Kr. Giri	11876
Yanfeng Chen	9298
Belma Turkovic	12908
Eric Chattot	8157
Alexey Voinov	1127
Martin Burtscher	2786
Zhanyi Hu	3738
Elisenda Bou-Balust	5869
Lieuwe D. J. Bos	11487
Jorg-Uwe Pott	12514
David Cliff	1946
Dimitrios Peroulis	6857
Maurizio Schmid	17114
Yong-Fu Wang	10807
Alyosha C. Molnar	18601
Myint Myint Maw	2077
Hadj Adda Bentounes	5162
Yue Chen	10508
Seung Jean Kim	10774
Youdong Chen	11263
Peter Manohar	7314
Marek Stencel	14263
Mohamed Elforjani	16490
Maximilian Nielsen	19758
Pan Lin	13890
Markus Aleksy	3094
Ronghua Luo	9898
Kinza Mehr Awan	16819
Han Yu	1742
Ming-Chang Chiang	10463
Junghwan Kim	16744
Benjamin Tag	2399
Barry W. Williams	10330
Yang-Ho Cho	9311
Akihiro Fujimoto	7693
Chaker Ben Mahmoud	10865
Christian Duval	15074
Kefeng Guo	16069
Qingshan Xu	5810
Uriel Haile Hernández Belmonte	7329
Donglai Zhang	19680
Mao-lin Liang	15682
Jinlong Ji	19873
Siyuan Feng Chen	7258
Nils Appenrodt	12710
Laurent Bordes	7054
Daniel Dotta	7691
Stephan Saur	18830
Raffaele Pizzolante	10222
László Mérai	4880
Abdallah Makhoul	3350
Éric Marchand	16021
Anselmo Frizera-Neto	2186
Bin Wen	14919
Zili Shao	12574
Chichao Zheng	4372
Ju-Pyo Hong	17941
Haixia Shi	15381
Xingye Da	16006
Dongxiao Tang	15343
Clint Zeagler	8812
Robert Luh	2339
Giuseppe Pomarico	1998
Xiaoyu Xu	8898
Liming Xiu	9101
Scott R. Klemmer	4245
A. Abdeldaim	10523
Thiago de Oliveira Alves Rocha	14760
Fei Zhou	15380
Roc Meseguer	18018
P. J. Costa Branco	10503
Sefki Kolozali	531
Serguei Primak	1093
Xiaoqing Xu	6772
Petros Potikas	4433
Fabio Mantovani	3059
Nattapong Duangrit	17729
Narothum Saxena	16953
Rocío M. Casablanca	2442
Saif ul Islam	9043
Yuhua Xu	10081
Rebecca Zeitz	18648
Luis Afonso	19785
Yunpeng Zhang	2818
Lodovico Ratti	17809
Michihiro Horie	13451
Cherif Sadfi	18167
Mayo Faulkner	11217
Takashi Aoike	9908
Jiayu Zhai	4305
Bor-Shyh Lin	6365
Dong Ha Lee	10650
Siavash Fakhimi Derakhshan	16030
John Tower	3766
Karianto Leman	7692
Peng Gao	1802
Pedro F. Santana	511
Giuseppe Pappalardo	15012
Giuseppe Latorre	2690
Sumaila Mahama	18373
Mohamed R. Tchalala	17192
Neeraj Mittal	10305
Dinh-Thuan Do	12739
Géraldine Morin	12842
Omprakash Kaiwartya	15992
Romain Giot	12149
Xibing Li	13396
Maria Luisa Pertegal-Felices	4490
Sanjana Vishwanath Manturshettar	12288
Christophe L. Trabi	5553
Sanjay Guria	15009
Sharmi Sankar	10883
Na Huang 0001	13126
Hui Li 0013	6014
Øivind Kåre Kjerstad	15172
Christian Rupprecht	12439
Yang Jin	12416
Masafumi Sato	3695
Zongli Zhang	8924
Adel Merdassi	8460
Vladimír Lukes	5219
Pierre Vidal	7463
Joé Habel	3811
Pratik Kumar Pandey	15515
Md Ekramul Hossain	4381
Fabien Deprat	4266
Jianshe Song	18310
Riccarda Antiochia	17143
E. García-Gonzalo	15384
Takafumi Oyama	2984
Frank J. Blaauw	14383
Fahima A. Maghraby	2478
Hosameldin O. A. Ahmed	19397
Arnuparb Limpastan	504
Mohammadhossein Barkhordari	1362
Lanfang Ren	11463
Francesco Cafaro	2807
Christopher Schroers	18363
Jongho Kim	13812
Hironori Mitake	6797
K. S. Sudeep	18781
Hend S. Al-Khalifa	10331
Uikyum Kim	19454
Benfei Wang	5613
C. B. Chiang	2179
Mayra Antonio-Cruz	3177
Bin Ren	16591
Javier Coronel	17269
Mohamed F. Marzban	41
Konstantinos N. Plataniotis	443
Krishnan Ravichandran	13015
Ghada Al-Hudhud	17388
Tianxing Chu	6813
José Luís Santos	5623
Scott S. Hsieh	4593
Hassan Tariq Chattha	9260
Young-Bong Bang	14449
Edgar Martínez-García	12049
Jeremy Sirugue	7486
Antonio Bueno	7433
Nahed A. Mohamady	2672
Zara Hamid	1605
Zhi-Jing Wang	11168
D. N. Sonawane	5063
Adi Makmal	7579
Jacques Demerjian	13645
Jing An	4063
Bingyi Guo	12602
Xiaomin Xu	13978
Xingwei Wang 0001	8467
Yue Su	15936
Josip Pecaric	17423
Carlton Farley	9724
Pengcheng Zhu	7547
George Powley	7778
Gilles Grimaud	1506
Adel M. Alimi	14833
Tetsuro Nishino	19352
Morteza Esmaeili	14595
Luyun Li	13657
Hankyung Kim	3598
Jiajie Duan	18348
Yinhe Han	7037
Jasmin Metzger	18942
Mohammad Tahghighi	7562
Kambiz Razminia	1554
Brigita Fercec	343
Kaveh Khoshkhah	7254
Zhenhua Tan	12503
Hala S. El-sayed	2955
Welderufael Tesfay	10268
Seung-Won Jung	18887
Jian Cao	2931
Bin Yao 0001	18103
Zhendong Ma	4334
Cheng Zhou	4547
Charles Chia-Hao Hsu	3388
Jie Bao 0005	5634
Nik Bessis	15928
Somyot Plubtieng	19169
Dimitrios Peroulis	4663
David Espalin	6713
Miguel Frade	17356
Stephen V. Hanly	11440
Dimitrios Askounis	17038
Yaser M. M. Fouad	5096
Xifeng Li	2229
Ammar B. Kouki	1027
Jack Shih-Chieh Hsu	504
Fabien Bonardi	4790
Aiping Gong	7610
Xiaolin Fang	7833
Christian Callegari	11389
Martin Rinard	11582
Kyandoghere Kyamakya	135
Audrey K. Rollo	12426
Gayathri Garimella	7146
Binanda Sengupta	1766
Hywel Morgan	13006
Anil Hazarika	17644
Yun Liu 0006	4453
Robert Williger	19312
Jana Kosecka	19488
Lina Altoaimy	4181
Jian Liu	7604
Stefania Conti	10390
Joseph Rafferty	15752
Christine E. Hatch	10582
Jiangchao Qin	12539
Filipe Gaspar	3001
Nazli FarajiDavar	2694
Hideaki Kuzuoka	6662
Gill Barequet	4711
Deepakshi Sharma	18905
Sung-Hun Woo	14855
Matthew M. Martinez	10284
Xiaofeng Wang	2666
Luis Javier Hernández-Paricio	15094
Ioannis Pratikakis	9996
Chaker Ben Mahmoud	4412
Anton Nijholt	5944
Tapani Ristaniemi	9240
Keith Anderson	9019
Elizabeth Gerber	19367
Karim G. Seddik	5136
M. Rajarathinam	6240
Roozbeh Bonyadi	1302
Zahra Sharif Khodaei	6393
Fernando Díaz del Río	5393
Laura A. Maye	9834
Yuanqing Qin	9993
Jiehua Luo	7366
Khaled Zabet	13993
Pepe Eulzer	19581
Chia-Chi Huang	15895
Ankur Pandey	14947
Wei Duan	6845
Hua Ni	16
Manzoor Elahi	730
Markus Hahn	1224
Sheng Li 0008	2275
Brian Jalaian	5365
Keon Myung Lee	15188
Feng Pan	19314
Hyun-Kyo Jung	8378
Torsten Sattler	12448
Xinzhi Liu	19117
Maria Giovanna Trotta Munno	9452
Woo-Jun Cha	18766
Koki Wakunami	4457
Jul-Ki Seok	17842
Giedrius Janusas	11672
Chien-Yu Chang	11745
Durga Prasad Sahoo	5859
Eui-Nam Huh	4502
Edward Agama	4807
Susana Suárez-Seoane	13946
Jaime Duque Domingo	3633
Zhihai He	6222
Samar Shailendra	4106
Markus Wirth	4192
Anant Agrawal	9666
Vasile Bogdan Neculaes	1645
Olivier Bodini	13311
Liang Xian	17687
Daniele Murra	11592
Yusri Yusup	8216
Shivakumar Sastry	10719
Georg Grossmann	17532
Tomoyuki Shimono	15338
Yoonsik Bang	13833
Linping Su	8012
Andrew Gilbert	4140
Sang-Il Lee	17398
Nicola Mazzocca	8791
Sanyang Liu	5446
Amanda Lee	11049
Sudhir Kumar	17811
Asim Munawar	6057
Costas Armenakis	10639
Movva Pavani	1864
Khan Muhammad	8417
Mouna Hajir	12824
Zhibin Li	6268
Jan Wouters	9396
Youngkyoon Jang	6600
Shrikanth S. Narayanan	16322
Brent A. Griffin	8380
Yunong Zhang	12869
Eric Laurier	19263
Nils Roth	2026
Sung-Taek Hong	9251
Yujing He	8433
Mateusz Mydlarz	3868
Nien-Tai Mao	13210
Paul Delgado	2837
Nuutti Tervo	5597
Omar Yassine	6342
Omar S. Gómez	13285
Jun Kato 0001	9925
So-Hyun Kim	11329
Orhan Ermis	16208
Saskia Coulson	17641
H. Kato	17817
Rosa M. Peris	18437
Sanjay Dhar Roy	9471
Kensaku Fujii	16428
Christophe Michard	16487
Conny Fiedler	13430
Dragan Djurcic	2132
Sirish L. Shah	3638
Chandra Sekhar Sekhar	11359
Jie Nie	18436
Abhilash Achanta	11509
Tarig Ballal	5323
M. P. Biswal	19294
Saugata S. Biswas	4681
Stefan Thomas	16397
Huafu Liu	2990
Kyukwang Kim	6362
Katerina Smiljkovikj	14884
Abdul-Rahman Al-Ali	1433
Jamel Feki	12041
Harald Wiesbauer	19888
Thierry Rakotoarivelo	2200
Nikhil Kumar	7782
Yonglei Chang	9013
Changle Li	6314
Antonino Pecoraro	9198
Linmei Jiang	9364
Chandra Shekhar	3644
Peter Willett 0001	5247
Fei Yuan	11262
Simone Corbellini	5075
Jianguo Tian	2144
Yiming Zhang	4484
Mojtaba Fardi	435
Brian B. Barnes	7449
Lijun Xu	18688
Peter Xiaoping Liu	19273
Lei Xie	6111
Bartolomé Rubio	3666
Kanthi Nagaraj	17818
Chixiao Chen	9564
Rong Duan	2289
Hiroshi Maruyama	14759
Subin Choi	22
Weizhong Dai	1301
Qingqing Dang	12606
Taro Maeda	10840
Tyne Crow	14623
Merv Fingas	18928
Krishnan Murugappan	19107
Shinsuke Matsumoto	5100
Shili Liang	17657
Weitao Che	19552
Shixi Hou	4001
Qiu-Ming Luo	6998
Lian Wang	8686
Cicero Augusto de Lara Pahins	13026
Marinela M. Dîrtu	18259
Mohsen Soltani	18164
Muhammad Ali Masood Cheema	19481
Bernd Tibken	6390
Takeshi Shibuya	7852
Soo-In Choi	12999
Zhe-Feng Yu	9963
Abidin Kaya	14323
Gustavo Gonzalez Granadillo	8651
Tomoji Nakamura	2746
Yosuke Nakanishi	18104
Jiwoo Hong	8763
Guoqing Zhang 0002	4504
Yeongju Lee	17796
Francisco Bonin-Font	18854
Tapabrata Ray	7531
Shuang Han	4742
Marti J. Anderson	3445
Ke Li	10339
Kai-Che Liu	13924
Bolin Cai	19216
Elisee Ilunga-Mbuyamba	13884
Artur Wilkowski	5689
Kaihui Liu	12027
Han Zou	12442
Stig Munk-Nielsen	1855
Chi-Wing Fu	10264
Michael Schumacher 0001	1736
Anton Kruger	18051
Lihong Wang	4076
Manish Bhardwaj	250
Matko Orsag	18866
Volkmar Pipek	11461
Tsung-Chih Lin	629
Qi Peng	19054
Antonio Colella	9729
Marie Bodén	6374
Simon Lohmuller	219
Gaurang Vakil	1363
Andrzej Glowacz	10172
T. Aaron Gulliver	1970
Amale Ankhili	9195
Florica Moldoveanu	15468
Melanie Brocard	10210
Carlo Braccini	14139
Ali Vakilian	1720
Ronald Clark	18950
Jijun Tang	11631
Gernot Riegler	12315
Masanori Hariyama	4730
Ángela Hernández-Solana	2290
Soojeong Lee	4752
Ville Leppänen	14200
Anastasia Cornelio	18720
Mohamed Hegazy	8775
Seishi Ninomiya	19258
Yu-Ting Wang	3353
Wenbo Chen	19273
Joaquin Pedrayes	16654
Jin Lei	11394
Rogério Nogueira	9540
Claudio Demartini	13136
Carl Gowen	9441
Hang Yin	15231
Ikhlaq Hussain	17185
Stefano Sfarra	15331
Wei Liu 0037	756
David W. Matolak	10449
Zheng Song	13970
Y. H. Lee	11568
Ming-Yi Ju	17104
Danilo Vona	62
François Littmann	11352
Xian Li	15961
Josiane Xavier Parreira	3003
Jingyu Yang	17603
Ebrahim Babaei	1748
José M. Espí	19313
Tunir Roy	3631
Mingshu Zhang	4383
Nadia Kabachi	17082
Weihua Li 0001	6816
Xueming Li	8963
Shengming Chang	12682
Mee Hong Ling	13599
Muhammad Aksam Iftikhar	7601
Mauro Girotto	14865
Yujing He	3838
Haitham Elbashir	7940
Muhammad Asghar	564
Rahma Agroum	9238
Chunming Rong	12122
Seiji Sakakibara	104
Hidehiko Shishido	2521
Mukhtar Ghaleb	6898
Chun-Ming Chang	180
Ryan B. Wicker	13708
Mark A. Sommer	19063
Maoling Yan	2097
Timothy N. Welsh	1311
Fanxin Kong	11862
Naoya Ito	11675
Xiaoying Lu	13631
Fabio Pareschi	5584
Daniel Andrew	13241
Adrian Granados	6436
Marcin Slomiany	5292
Muhammad Shakeel	16674
Luc Chassagne	4229
Daniel Herron	6838
Awet Yemane Weldezion	7109
Yue Wang 0007	9181
Yazhou Wang	4468
Randy Paffenroth	16992
Ruth Bearden	11563
Caleb Serafy	16805
Christian Paroissin	17457
Lei Xing	2205
Sara Mata	1556
Maryam A. Al-Othman	9399
Zhengtao Ding	12355
Jacques Bulchand-Gidumal	1464
Roberto Scopigno	12786
Dohyuk Ha	539
Ye Hua	7213
Pierre Grussenmeyer	731
Sylvain Tourancheau	2631
Madhumita Paul	10800
Floris Ernst	13918
Jaemyung Ryu	18631
Youzhi Xu	18726
Changjian Fang	19001
Tamas Suveges	1574
Pengzhan Chen	2086
Jie Liu 0012	19305
Haider Ali	15422
Carles Navarro Manchon	19736
Angela Fuggi	12496
Zhongxi Shao	15045
Álvaro De-La-Llana-Calvo	2081
Joseph Rafferty	8826
Jianxin Dai	17266
Lei Ni	8460
Giuliano Mazzini	1246
Congxu Ma	18438
Stefan Krausse	16434
Takaaki Goto	13117
Antonette Mendoza	3922
Sven Eckert	5345
Yaohua Li	17525
Walid El Shafai	11359
Noboru Niguchi	4698
Hsin-Mu Tsai	10625
Chunrong Peng	60
Chanyoung Kim	1333
Komal Pathade	2612
Lu Yu	5664
Belygona Barare	6076
Nikunja Mohan Modak	15200
Junjie Ma 0003	16774
Mona Ibrahim	1437
Yuanyuan Li 0004	10960
Thomas H. Beach	6466
Marianna Sigala	17958
Paolo Bettini 0001	11988
Darius Saif	1903
Qi An	7921
Yann Civale	8600
Albert T. L. Lee	1061
Alejandro Angulo Cardenas	16690
Vimal Bhatia	18804
Wei Jiang 0003	9255
Ji-Wei Lian	18358
Taewoo Han	1086
Xiaofang Pan	3202
Melissa A. Kesterson	1468
Ji Geng	10299
Rik Vullings	12321
Jörn Ostermann	12701
Po-Yuan Yang	19749
Berry Eggen	16159
Jean Sawma	9417
Carla B. Zoltowski	429
Hazlie Mokhlis	1663
Muhamad Faisal	1761
R. Segaud	1708
Ruzairi Abdul Rahim	4166
Jhih-Shan Jiang	6155
Keiko Katsuragawa	7704
Bojan Milosevic	4817
Taeyong Kim	13551
Jianqiu Mu	7853
Martijn Warnier	12792
Héctor Montes	17983
Angelantonio Minafra	10530
Myungjoon Choi	285
Haoyu Yang	8018
Shohei Yamamura	7400
Claudio Alfonso Bohorquez Camargo	18369
Mohammad Al-Rousan	12943
Phong Ha Nguyen	19517
Qingji Zheng	19414
Clément Tavernier	19594
Richard Phelps	3095
Xin Zhu	11526
Katarina Grolinger	4409
Johanna Okerlund	8904
Masahiro Ando	9498
Daniel R. Lanning	16869
Chi Zhan	16170
Xiaohong Bai	5619
Mitradatta Misra	13273
Qi Bing	908
HanSeok Kim	15849
Guy Gogniat	18387
Hayato Watanabe	12155
Zhaogang Shu	1118
Diogo Ribeiro Vargas	6305
Éric Marchand	7895
Yijia Du	9637
Yasuyuki Ichihashi	12688
Paolo Baccarelli	15595
Rodger Lea	16944
Colette Johnen	12610
Heimo Breiteneder	2292
Yue Mi	14699
Beatriz Quintino Ferreira	18083
Jared Alan Frank	19248
Xingwei Zhou	12452
Afzel Noore	15861
Daniël van Paesschen	19926
Mukhtiar Singh	853
Siyang Sun	4047
Lidan Wang	16012
Thilo Sauter	964
J. Machado	1545
Wanke Liu	7189
Sanam Shahla Rizvi	12347
Shashank Agrawal	4602
Nicu Doinel Scarisoreanu	6289
Payel Ganguly	12412
Reza Nasiri-Zarandi	7347
Shubo Liu	11164
Tian Wang	6996
Steven T. Dougherty	1
Zhenyu Meng	14422
Jamal Toutouh	621
Andrei Blinov	9182
Kamal Meghriche	13594
Antonio Simón	19076
Kosuke Sato	11146
Manish Patel	11874
Samira Tavakoli	13747
Yuze Lou	16048
Haiyue Zhu	6971
Anne-Lise Hantson	11965
Jere Kolehmainen	13815
Angela Sara Cacciapuoti	19726
Yoshinori Miyamoto	6048
Grant T. Savage	14282
Hwa-Pyeong Park	2656
Yiwen Zhao	2573
Alberto Broggi	16968
Yoo Min Park	17448
Mohammad A. Ahmed	4200
Baoyong Zhang	11511
Luis Serrano	14761
André Desbiens	781
Zehong Cao	15666
Marie-Georges Olivier	11335
Manfred Wiegand	19007
Cheng Lei	1732
Daniela Perdukova	7472
Ya Zhou	3297
Praveen K. Jain	14292
Didier Colle	15722
Marco P. Silva	19321
Enrique Guzmán-Gutierrez	16533
Guomin Zhang	13272
Arnaud Can	4816
Javier Pérez Turiel	5355
Christoph Bussler	7549
Thi Thuong Huyen Nguyen	15860
Aitor Villar-Martinez	14417
Merve Erkaya	13533
Jose P. Gonzalez-Coma	7046
Lenneke Kuijer	7398
Sally Sherwen	14114
Lihong Liu	7697
Gordon Cheng	8702
Claas Falldorf	8022
Chao-Ping Chen	12688
Tasneem Darwish	14153
Seong-Lyun Kim	17842
Thierry Mefenza	9297
Radovan Vuletic	16742
Munkhbayar Bat-Erdene	13097
Jun Luo	2779
Quanhong Wang	6528
Simon Fuhrmann	2915
Ruyun Ma	3979
Damien Vergnaud	8550
Congfeng Jiang	4625
Amine Miled	8966
Faranak Fotouhi-Ghazvini	8618
Zhanqi Zheng	5627
Yoseb Song	6866
Joaquim Dantas	7914
Takafumi Nose	8700
Shiwen Mao	5765
Marc Aubreville	15643
Binghua Liu	19503
Juliang Cao	19908
Ray T. Chen	471
Susanto Rahardja	16693
Seyed Alireza Ghaffari	17976
Jon Back	8107
Li-Sheng Yang	11958
Francesco Ricci 0001	7188
Xun-Huan Deng	15855
Itti Bist	16384
Umi Zulaikha Mohd Azmi	16700
Marc Proesmans	19025
HuiQin Wang	3069
Bo Ai	15210
Moinak Bhaduri	10482
Stanislav Ivanov	4440
Yue Li 0007	16839
Eva Cheng	7720
Indrajit Chakrabarti	14887
Sarah Thomaz de Lima Sa	8585
Damián R. Fernández	10871
Mihai Marin-Perianu	408
Andelo Martinovic	11122
Sergiy Yu. Reutskiy	11559
Kou-Hua Chen	12808
Kazuto Nakanishi	12843
Jiaxin Chen	5479
Zhenan Song	209
Yousef R. Shayan	2164
Raffaello D&apos;Andrea	8107
Uma Srinivasan	9958
Surabhi S. Nath	779
Christian Kaethner	18886
Osama Ahmad Alomari	19698
Fuad Un-Noor	12992
Xiaorui Wang	17813
Alberto L. Barriuso	145
Mårten Sjöström	8663
Thomas Probst	15605
Zengfeng Du	18713
Karima Benatchba	16916
Xiaochuan Sun	3659
A. V. Ravi Teja	15612
Ruchire Eranga Wijesinghe	790
Stefano Ricci	4422
Jen-te Yu	10028
Yung-Da Chiu	83
Zhenquan Yang	4486
Heeryon Cho	9426
Chi Kwan Lee	2232
Sergey Shirinskii	4675
Patrick Wan-Hin Luk	15860
Michelle O&apos;Keeffe	2431
Aljosa Pasic	7398
Rabih Maamary	14618
Minh-Khai Nguyen	18243
Javier Pérez-Marcos	10292
Robert Puers	19468
Kathrin Stark	6166
Liantao Wu	7720
Fumihito Arai	9049
Jaehwan Kim	18386
Ahmad Shawahna	12545
Khaled M. Elleithy	5492
Antonio Fernández-Caballero	6122
Samuel Verdu	7029
V. Udaya Sankar	13281
Connie Golsteijn	15521
Muneeb Ahmad	9514
Jonguk Lee	19703
Molly Nicholas	15050
Wonjun Lee	15460
Weiming Li	4127
Zakariya Dalala	6812
Rajendra Kumar Sharma	113
Sayan Ranu	2334
Henry Lukaski	4385
Weikang Zhao	1419
Veselin Rakocevic	16921
Cruz Vargas de León	16639
Jisheng Dai	17637
Chenjie Shi	9022
Jan O. Borchers	10477
Chunguang Ren	11746
Marcello Pucci	4152
Tian Zhang 0002	17674
Elena Bergamini	4051
Jung-Wook Park	4574
Rainer Groh	12999
Gheorghe Grigoras	18552
Shun Wang	7266
Moshe Zukerman	9289
Robert Camilleri	9606
Quan Liu	7424
Nand Kishor	5324
Yu-Tsung Jiang	1357
Jan Ernst	5062
Gen Li	2401
Chun-Lai Li	11533
Cagil R. Ozansoy	17741
Vincent W. S. Wong	19869
Ji-An Duan	3708
Jianda Han	11339
Naveen Kumar	16715
Yung-Wen Tang	6257
S. Mishra	1442
Xiaoqing Frank Liu	11608
Liliuyuan Liang	533
José M. Alonso	3640
Zhuofa Chen	13738
Santiago Ezquerro	3146
Brandon Sieu	19337
Eduardo Vega-Alvarado	12397
Farwa Ahmed	4894
Jose M. Rico-Saavedra	11513
Sara Canning	16021
M. N. Suma	15696
Sharmili Das	6344
Qixin He	5526
Masayuki Sato 0001	6843
Peter Schartner	18125
Kunpeng He	19170
Sylvain Hallé	3448
Javier Marcello	14098
Zhengyu Chen	15379
Nichaporn Mitinunwong	19609
Rolf Nordahl	3822
Jiajie Han	16259
Sandile Sydney Motsa	3416
Shoab Ahmed Khan	6267
Nahid Vahabisani	8746
Ariel D. Smith	14866
Man-Ho Kim	1234
Mohammad Hossein Aliabadi	5648
Ryan M. Kroutil	11700
Woontack Woo	12180
Mario Ramirez-Neria	18536
Jan Strehlow	12664
Arnur G. Tokhtabayev	5411
Natanael Sousa	9290
S. Robson	10927
Jindan Zhang	1443
Benjamin Noack	14889
Mian Li	11043
Shaoshuai Fan	17147
Tai-Won Um	665
Michael D. Glover	14666
Zhangyong Chen	6303
Hideya Nakanishi	3851
Ashfaq Ahmad	284
Ramizi Mohamed	3664
Kellie Vella	12877
Jennifer Jacobs	16454
Wanxiu Teng	4626
Qazi Mamoon Ashraf	17248
Alessio Antonini	15437
Sabrina Grassini	2987
Jun Ye Jin	4544
Yanjing Sun	7456
Brendan M. Quine	6633
Weili Dai	11432
Sergio R. M. Penedo	7922
Ying Shen	8664
Shohei Ishikawa	4819
Denny Oetomo	14507
Petr Skoda 0001	16620
Vladimír Marík	16886
Zhihui Qiu	18083
Sébastien Varrette	10986
Rongjie Yu	14217
Chun Gan	3310
Fang Xu	13938
Farman Ali Khan	15154
Yusei Tsuruo	3015
Sai Maung Maung Zaw	7451
Chih-Wen Liu	19449
Yuji Matsuura	1721
Jianru Xue	19576
Agustín Jiménez-Avello	19520
Hassan Hassanzadeh	3132
Devi Chadha	7391
Dakai Zhu 0001	1191
Haitao Wang	10838
Pin Lim	716
Edin Omerdic	8938
Tao Yu 0002	14434
Stig Petersen	14421
Graham Miller	1304
Xiang Huang 0003	2235
Wei Xing Zheng	9485
Yousif Al-Dunainawi	18041
Nora Horanyi	10975
Afzal Godil	3221
Ashu Abdul	19177
Yong-Gang Leng	2017
Aji P. Mathew	19400
Cristina Urdiales	7456
Hao Xia	6125
Yang Wu	2607
Shiyao Wei	14006
Swati Alamasety	19689
In Hyuk Kim	5758
Khalid Mahmood-Ul-Hasan	1494
Fabrice Morganti	16247
Marco Moretti	14699
Ming Lei	16851
Mumtaz Riyasat	18799
Peter Christiansen	699
Xinyan Yu	13846
Nills Franssens	6645
Eduardo Gallestey	12703
Dimitrios Alanis	1750
Bing Xia	13933
Xiongkuo Min	2665
Ankita Saldhi	19018
Hyeong-Gon Jo	15337
Quanqing Xu	12048
Tzyy-Chyang Lu	5545
Yujia Luan	6601
Noushin Mehdipour	14523
Tanisha Nourin Alam	15464
Sridha Sridharan	9706
Jesús Palomo	546
Susanto Rahardja	16846
Wenzhong Ma	17344
Sanyam Shukla	6006
D. Jude Hemanth	6836
Fei Hu 0001	8363
Yang Liu 0048	15151
Cheon Lee	1198
Prahladh Harsha	642
Marco Aurelio Sotelo-Figueroa	3639
Giosia Gentile	15292
Yang Gao	15308
Roger Escudé-Pujol	17178
Mingyi Wang	9954
Muhammad Hassan Khan	12501
José Maria Muñoz-Ferreras	8196
Heng Li 0004	12035
Andraz Stozer	12513
Xiaoyao Zheng	3539
Yanfei Wu	8416
Yi Wu 0005	4142
Gudrun Klinker	15847
Jen-Chieh Teng	7319
Yunfeng Liu	10963
Tiago Bandeira Marchesan	4980
Minhwan Yu	10325
Pavel Celeda	764
Motoharu Nuka	10675
Katja D. Mombaur	15609
Luca Didaci	9792
Masanori Kano	17430
Tao Deng	16373
Fengchun Tian	9882
Jaemyung Lim	6347
Houssem Jerbi	9292
Zengwei Zheng	12315
JinRong Wang	16636
Jie Li	16478
Xu Zhu 0001	14831
Ronitt Rubinfeld	9380
Morgan Barbier	5127
Qingtian Zeng	12305
Tao Zheng	2124
Xipeng Yin	17785
Denis Diemert	6132
Andrea Capponi	9629
Zhongjie Ren	19363
Ángela Hernández-Solana	7485
Zhiping Shi	12795
Joan García-Haro	14909
Tam Q. Nguyen	19193
Qingbin Zhang	19859
Xiaoyuan Sun	8224
Hung-Ju Lin	7729
Eli De Poorter	8775
Pedro B. Pascoal	19215
Christian Rankl	14733
Rafael S. Oliveira	17981
Yinglong Chen	11147
Abdulrahman Alarifi	17939
Niu Shengjia	3559
Rui Pan	5359
Irfan Khan	15166
Shengyao Jia	14887
Qun Wan	1801
Robert Stala	16482
V. S. S. Pavan Kumar Hari	3702
Awais Mehmood Kamboh	8505
Wencong Yuan	883
Bahaa Abbas Dawood Al Mohammed	1115
Curt Johnson	18699
Yogesh Kumar	16535
Loren Arthur Schwarz	5319
Qiu Xiao	6368
Roger A. Hallman	11466
Qibing Zhu	18980
Naoya Sakamoto	7505
Artak Hakobyan	13507
Zhonghao Zhang	18468
Anne Marie Kanstrup	16474
Bo Fan	4302
Chuan Zhu	7183
David Gamez	5259
Duyen Thi Ngoc Huynh	11441
Xiaonan Song	3449
Philippe Henri Gosselin	3488
Erkinjon Tulkinovich Karimov	18990
Chi Jung Kim	4391
Luca Durante	1512
Dawei Wei	14774
Lifeng Zhou	15625
Adib Habbal	1631
Jun-Song Fu	3063
Sebastiano Seatzu	14987
Damian Hills	7065
Janko Marovt	10411
Per Backlund	2146
Jun Zhou	1089
Surya Nepal	9994
Maury A. Nussbaum	13529
Shadi Basurra	3323
Raj Pamula	7825
Xuan Liao	12827
Sensen Liu	2397
Miguel F. Escalante	10085
Hermie J. Hermens	3434
Zhike Peng	18558
Uttam Mandal	2464
Li Sun	6281
Irène Grosclaude	5202
Adlen Ksentini	13260
Oliver Rippel	13318
Seun Guy Min	13632
Mia Loccufier	11015
Stefano Parolai	13011
AbdulRahman A. Al-Sewari	19498
David Laukamp	9468
Li Zhang 0018	17240
Fangmin Li	19621
Osslan Osiris Vergara-Villegas	8477
Stefano Monti	8427
Jianzhuang Liu	10208
Dawei Wang	10944
Hans-Peter Seidel	19615
